,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
SH3GL2,0.08015834129751093,2.220446049250313e-16,9.721715e-05,0.0,0.009900990099009901,6.675383621381633e-05,1.2834948261562504e-15,0.0,0.022282798422377872
HBA1,0.07998703728273342,2.220446049250313e-16,9.721715e-05,0.0,0.009900990099009901,6.279133613573893e-05,1.2834948261562504e-15,0.0,0.022282798422377872
CBLN2,0.07972257285223816,2.220446049250313e-16,9.721715e-05,0.0,0.009900990099009901,5.8346451562568344e-05,1.2834948261562504e-15,0.0,0.022282798422377872
SCN8A,0.07948544760479587,3.3306690738754696e-16,9.721715e-05,0.0,0.009900990099009901,7.249263496126481e-05,1.914177628664063e-15,0.0,0.022282798422377872
GAL3ST1,0.07920734556605934,3.3306690738754696e-16,9.721715e-05,0.0,0.009900990099009901,7.171800794216307e-05,1.914177628664063e-15,0.0,0.022282798422377872
MPPED1,0.07917475941812718,3.3306690738754696e-16,9.721715e-05,0.0,0.009900990099009901,5.862136680540747e-05,1.914177628664063e-15,0.0,0.022282798422377872
CDK5R1,0.07889660187001883,4.440892098500626e-16,9.721715e-05,0.0,0.009900990099009901,8.640656796127535e-05,2.5473568442642214e-15,0.0,0.022282798422377872
ZDHHC20,0.0788541315296421,5.551115123125783e-16,9.721715e-05,0.0,0.009900990099009901,5.5444102748647216e-05,3.178119345301021e-15,0.0,0.022282798422377872
PTK2B,0.07850656358510477,6.661338147750939e-16,9.721715e-05,0.0,0.009900990099009901,7.289100031134267e-05,3.806478941571965e-15,0.0,0.022282798422377872
CAMK2D,0.07836338884591548,7.771561172376096e-16,9.721715e-05,0.0,0.009900990099009901,6.791074329858732e-05,4.424038618050909e-15,0.0,0.022282798422377872
PCDH7,0.0783569999838571,7.771561172376096e-16,9.721715e-05,0.0,0.009900990099009901,6.446527471298471e-05,4.424038618050909e-15,0.0,0.022282798422377872
C1orf115,0.07822972862994544,8.881784197001252e-16,9.721715e-05,0.0,0.009900990099009901,7.62197856217876e-05,5.0369286561443775e-15,0.0,0.022282798422377872
INPP5F,0.07810357174773892,8.881784197001252e-16,9.721715e-05,0.0,0.009900990099009901,6.205541496962663e-05,5.0369286561443775e-15,0.0,0.022282798422377872
HSPA12A,0.07808678178906336,9.992007221626409e-16,9.721715e-05,0.0,0.009900990099009901,6.540973166363758e-05,5.6452018201279146e-15,0.0,0.022282798422377872
TUBB,0.07807478360955616,9.992007221626409e-16,9.721715e-05,0.0,0.009900990099009901,7.020872805625256e-05,5.6452018201279146e-15,0.0,0.022282798422377872
ADH1B,0.07795300135999653,1.1102230246251565e-15,9.721715e-05,0.0,0.009900990099009901,4.218185855424308e-05,6.237208003512116e-15,0.0,0.022282798422377872
TMX4,0.07791578593841082,1.1102230246251565e-15,9.721715e-05,0.0,0.009900990099009901,6.128593213093011e-05,6.237208003512116e-15,0.0,0.022282798422377872
MKL2,0.0778356246117699,1.1102230246251565e-15,9.721715e-05,0.0,0.009900990099009901,7.195350197093836e-05,6.237208003512116e-15,0.0,0.022282798422377872
CDK5R2,0.07776583476330158,1.2212453270876722e-15,9.721715e-05,0.0,0.009900990099009901,6.35668674095434e-05,6.848104637874797e-15,0.0,0.022282798422377872
IPCEF1,0.07743545453107488,1.6653345369377348e-15,9.721715e-05,0.0,0.009900990099009901,6.915211262156133e-05,9.32090225897986e-15,0.0,0.022282798422377872
KLC2,0.07724904916458303,1.887379141862766e-15,9.721715e-05,0.0,0.009900990099009901,6.18038425034481e-05,1.0544017552305957e-14,0.0,0.022282798422377872
RBP7,0.07694572567785656,2.4424906541753444e-15,9.721715e-05,0.0,0.009900990099009901,7.488141536194605e-05,1.361983636157255e-14,0.0,0.022282798422377872
RHBDD2,0.07683436300384859,2.6645352591003757e-15,9.721715e-05,0.0,0.009900990099009901,7.654210776194971e-05,1.483043743469597e-14,0.0,0.022282798422377872
FBXO7,0.07678852512181293,2.7755575615628914e-15,9.721715e-05,0.0,0.009900990099009901,6.073759156461724e-05,1.5419764230904952e-14,0.0,0.022282798422377872
APP,0.07665360490559715,2.9976021664879227e-15,9.721715e-05,0.0,0.009900990099009901,6.914149046545156e-05,1.662256284558922e-14,0.0,0.022282798422377872
PDE8A,0.07653801918490584,3.3306690738754696e-15,9.721715e-05,0.0,0.009900990099009901,8.575535553619148e-05,1.840148659599707e-14,0.0,0.022282798422377872
AC015961.1,0.0765297834039285,3.3306690738754696e-15,9.721715e-05,0.0,0.009900990099009901,7.543608596244802e-05,1.840148659599707e-14,0.0,0.022282798422377872
PRNP,0.07634946932223108,3.885780586188048e-15,9.721715e-05,0.0,0.009900990099009901,5.155898259573249e-05,2.1428937056184086e-14,0.0,0.022282798422377872
RTN4,0.07609412352610707,4.773959005888173e-15,9.721715e-05,0.0,0.009900990099009901,7.172670609059461e-05,2.6278673426907375e-14,0.0,0.022282798422377872
RBP4,0.07607325527084757,4.884981308350689e-15,9.721715e-05,0.0,0.009900990099009901,7.265700526200662e-05,2.6840556639289498e-14,0.0,0.022282798422377872
DPYSL5,0.07597169919456194,5.218048215738236e-15,9.721715e-05,0.0,0.009900990099009901,6.884642148792397e-05,2.861818034225724e-14,0.0,0.022282798422377872
RFFL,0.07564982737929607,6.772360450213455e-15,9.721715e-05,0.0,0.009900990099009901,6.210163868998302e-05,3.7074965968321835e-14,0.0,0.022282798422377872
HPN-AS1,0.0750546933762589,1.0880185641326534e-14,9.721715e-05,0.0,0.009900990099009901,5.494037198863099e-05,5.945456634604663e-14,0.0,0.022282798422377872
GABRB3,0.07488396769734784,1.2434497875801753e-14,9.721715e-05,6.661338147750939e-16,0.009900990099009901,8.591178528246317e-05,6.782453386800957e-14,3.1273888017610045e-15,0.022282798422377872
CLSTN3,0.07482963221807289,1.2878587085651816e-14,9.721715e-05,0.0,0.009900990099009901,7.087729365630443e-05,7.01193489236941e-14,0.0,0.022282798422377872
SMARCA2,0.07468385944390941,1.454392162258955e-14,9.721715e-05,0.0,0.009900990099009901,6.486601648526819e-05,7.904305229668235e-14,0.0,0.022282798422377872
GABRA5,0.07460376321317415,1.5432100042289676e-14,9.721715e-05,0.0,0.009900990099009901,6.115625510757216e-05,8.371844507571254e-14,0.0,0.022282798422377872
STX1A,0.07459542473903408,1.554312234475219e-14,9.721715e-05,0.0,0.009900990099009901,5.204282286053056e-05,8.41685325528097e-14,0.0,0.022282798422377872
REEP3,0.07395191035103907,2.5646151868841116e-14,9.721715e-05,0.0,0.009900990099009901,7.079733222642402e-05,1.3862784793968172e-13,0.0,0.022282798422377872
ISCU,0.07388466308889234,2.708944180085382e-14,9.721715e-05,0.0,0.009900990099009901,6.128752987068858e-05,1.461660528823048e-13,0.0,0.022282798422377872
ID3,0.07376982057238925,2.9531932455029164e-14,9.721715e-05,0.0,0.009900990099009901,7.382252118127895e-05,1.590588821635323e-13,0.0,0.022282798422377872
FAM19A2,0.07338681726839123,3.9745984281580604e-14,9.721715e-05,0.0,0.009900990099009901,5.3406582601230486e-05,2.136880875353796e-13,0.0,0.022282798422377872
CHL1,0.07313060831312349,4.8405723873656825e-14,9.721715e-05,0.0,0.009900990099009901,7.331544937237606e-05,2.5978027123608314e-13,0.0,0.022282798422377872
TBR1,0.07304370882492134,5.1736392947532295e-14,9.721715e-05,0.0,0.009900990099009901,6.545204511979982e-05,2.771592479332087e-13,0.0,0.022282798422377872
NLK,0.07296777731332181,5.484501741648273e-14,9.721715e-05,0.0,0.009900990099009901,7.426671552759964e-05,2.932888631897472e-13,0.0,0.022282798422377872
WASF1,0.07292014645426097,5.684341886080802e-14,9.721715e-05,0.0,0.009900990099009901,3.913970576045895e-05,3.0343462025342357e-13,0.0,0.022282798422377872
MT1G,0.07272947509431583,6.583622536027178e-14,9.721715e-05,0.0,0.009900990099009901,6.235732159170327e-05,3.508146999659242e-13,0.0,0.022282798422377872
VAT1L,0.07266138014468224,6.938893903907228e-14,9.721715e-05,0.0,0.009900990099009901,7.334725607980837e-05,3.690901012716611e-13,0.0,0.022282798422377872
ARF5,0.07245439679375552,8.115730310009894e-14,9.721715e-05,0.0,0.009900990099009901,5.303952161356531e-05,4.309237332748617e-13,0.0,0.022282798422377872
PCSK1,0.07227541104907734,9.303668946358812e-14,9.721715e-05,0.0,0.009900990099009901,4.957600782024714e-05,4.931273293123045e-13,0.0,0.022282798422377872
MICAL2,0.07218117559298687,9.992007221626409e-14,9.721715e-05,0.0,0.009900990099009901,7.364793925601514e-05,5.28677630773884e-13,0.0,0.022282798422377872
CDK14,0.07214548328414887,1.0269562977782698e-13,9.721715e-05,0.0,0.009900990099009901,5.646876124225551e-05,5.424064953054242e-13,0.0,0.022282798422377872
KRT15,0.07199600246976891,1.1501910535116622e-13,9.721715e-05,0.0,0.009900990099009901,4.7511555729667e-05,6.064276204806654e-13,0.0,0.022282798422377872
LDB3,0.07192139692165582,1.2168044349891716e-13,9.721715e-05,8.881784197001252e-16,0.009900990099009901,8.318668698240168e-05,6.404233868364061e-13,4.13747711040431e-15,0.022282798422377872
NR4A2,0.07144425190159762,1.7430501486614958e-13,9.721715e-05,0.0,0.009900990099009901,7.235311246766595e-05,9.15788169174166e-13,0.0,0.022282798422377872
SNN,0.07144205725221725,1.7463808177353712e-13,9.721715e-05,0.0,0.009900990099009901,5.46717138993156e-05,9.159339953157541e-13,0.0,0.022282798422377872
ELMOD1,0.07135953339770539,1.857403120197887e-13,9.721715e-05,0.0,0.009900990099009901,5.453286809642206e-05,9.724623665957523e-13,0.0,0.022282798422377872
NTM-AS1,0.0711727711065386,2.1371793224034263e-13,9.721715e-05,0.0,0.009900990099009901,6.154477091425961e-05,1.1169926772143344e-12,0.0,0.022282798422377872
GPRASP1,0.07114804564229983,2.177147351289932e-13,9.721715e-05,0.0,0.009900990099009901,6.129713466641526e-05,1.1359029658903992e-12,0.0,0.022282798422377872
HAGLROS,0.07084181742687357,2.7355895326763857e-13,9.721715e-05,0.0,0.009900990099009901,6.456310945155151e-05,1.4247862149356176e-12,0.0,0.022282798422377872
NRSN1,0.07068634305709072,3.071987109137808e-13,9.721715e-05,0.0,0.009900990099009901,5.518937634516294e-05,1.597220334040455e-12,0.0,0.022282798422377872
CNR1,0.07065858544619288,3.135269821541442e-13,9.721715e-05,0.0,0.009900990099009901,7.290750736704117e-05,1.6273026755405408e-12,0.0,0.022282798422377872
ACTA2,0.07053359087614293,3.44058115331336e-13,9.721715e-05,0.0,0.009900990099009901,6.0194804405071775e-05,1.7826845353955233e-12,0.0,0.022282798422377872
SSX2IP,0.07051120706512556,3.4983127505938683e-13,9.721715e-05,0.0,0.009900990099009901,5.578146353615666e-05,1.8094721123761388e-12,0.0,0.022282798422377872
SMIM32,0.07050768948180701,3.5071945347908695e-13,9.721715e-05,0.0,0.009900990099009901,5.674678918064923e-05,1.8109438217508793e-12,0.0,0.022282798422377872
C1QL2,0.07036222949856649,3.906874823655926e-13,9.721715e-05,2.220446049250313e-16,0.009900990099009901,7.422302136852725e-05,2.0138530018844976e-12,1.072679250845562e-15,0.022282798422377872
FABP7,0.07029903074371044,4.093392291792952e-13,9.721715e-05,1.4432899320127035e-15,0.009900990099009901,7.553092500832106e-05,2.106376822534967e-12,6.681897833392146e-15,0.022282798422377872
ATL1,0.07005815799667559,4.890532423473815e-13,9.721715e-05,0.0,0.009900990099009901,6.645622614919529e-05,2.5122598065790145e-12,0.0,0.022282798422377872
HTR2A,0.06990555018280145,5.472289288377397e-13,9.721715e-05,7.771561172376096e-16,0.009900990099009901,7.596573131641003e-05,2.8063021991678954e-12,3.625922786489625e-15,0.022282798422377872
USH1C,0.06953189127383114,7.198686091669515e-13,9.721715e-05,2.3314683517128287e-15,0.009900990099009901,7.938094036537761e-05,3.6853341766226186e-12,1.067848100021143e-14,0.022282798422377872
PRKCE,0.06947608622193283,7.498446308318307e-13,9.721715e-05,6.661338147750939e-16,0.009900990099009901,7.389851081811863e-05,3.8322553534846544e-12,3.1273888017610045e-15,0.022282798422377872
CUEDC1,0.06935763388491978,8.176792576364278e-13,9.721715e-05,0.0,0.009900990099009901,5.5375016180654985e-05,4.1718329471246314e-12,0.0,0.022282798422377872
VIP,0.06919434178097013,9.210410212290299e-13,9.721715e-05,0.0,0.009900990099009901,6.500797459398185e-05,4.691210634443276e-12,0.0,0.022282798422377872
VIM,0.06917493558044234,9.341416529196067e-13,9.721715e-05,0.0,0.009900990099009901,5.893253003702129e-05,4.749872811455627e-12,0.0,0.022282798422377872
MFSD4A,0.06894999574981615,1.1001199951010676e-12,9.721715e-05,0.0,0.009900990099009901,6.426310463912074e-05,5.584365457365825e-12,0.0,0.022282798422377872
NCKAP1,0.06885631254740662,1.177502539917441e-12,9.721715e-05,0.0,0.009900990099009901,6.450539831030694e-05,5.967073682014059e-12,0.0,0.022282798422377872
SLC2A13,0.06874465150391552,1.27675647831893e-12,9.721715e-05,0.0,0.009900990099009901,5.994518857062094e-05,6.459139013417858e-12,0.0,0.022282798422377872
PGM2L1,0.06869311035947602,1.3252732244950494e-12,9.721715e-05,0.0,0.009900990099009901,6.600417335467156e-05,6.69329911361136e-12,0.0,0.022282798422377872
CLEC2L,0.06859695882446462,1.4206413823103503e-12,9.721715e-05,0.0,0.009900990099009901,5.523404247108234e-05,7.16289772593454e-12,0.0,0.022282798422377872
C14orf132,0.06843297934172238,1.5991652446700755e-12,9.721715e-05,0.0,0.009900990099009901,5.9622508830679874e-05,8.04948948659434e-12,0.0,0.022282798422377872
AGR3,0.06821690739924688,1.868172283536751e-12,9.721715e-05,0.0,0.009900990099009901,6.222449184794182e-05,9.387800419782667e-12,0.0,0.022282798422377872
FOS,0.06801023307701208,2.166822277160918e-12,9.721715e-05,1.9539925233402755e-14,0.009900990099009901,7.923070052857884e-05,1.087034587204474e-11,8.775415523983273e-14,0.022282798422377872
PRKCG,0.067935317492993,2.286282274610585e-12,9.721715e-05,3.3306690738754696e-16,0.009900990099009901,7.138567340035754e-05,1.145049553227338e-11,1.5936215664475933e-15,0.022282798422377872
LINC01007,0.06785389096165981,2.4233948181517917e-12,9.721715e-05,6.661338147750939e-16,0.009900990099009901,7.034089303939018e-05,1.2116974090758958e-11,3.1273888017610045e-15,0.022282798422377872
CYB5R2,0.06772711461921294,2.6530999619467366e-12,9.721715e-05,0.0,0.009900990099009901,5.40811799432257e-05,1.3243427430682545e-11,0.0,0.022282798422377872
AMOTL2,0.06769665452515575,2.7113866707395573e-12,9.721715e-05,0.0,0.009900990099009901,6.276272309130082e-05,1.3511893708004439e-11,0.0,0.022282798422377872
CADPS2,0.06768098850025343,2.7418067816142866e-12,9.721715e-05,0.0,0.009900990099009901,4.9623194534400784e-05,1.3640829759275057e-11,0.0,0.022282798422377872
CGA,0.06765295767623315,2.797206910543082e-12,9.721715e-05,0.0,0.009900990099009901,6.544384462712021e-05,1.3893411807333187e-11,0.0,0.022282798422377872
GRIA4,0.06752580957221778,3.0623281688235693e-12,9.721715e-05,3.3306690738754696e-16,0.009900990099009901,6.709914970548288e-05,1.5185098357802824e-11,1.5936215664475933e-15,0.022282798422377872
C2orf80,0.06736519535653941,3.4326985698385215e-12,9.721715e-05,0.0,0.009900990099009901,5.5906896490520365e-05,1.6993557276428325e-11,0.0,0.022282798422377872
GLS,0.06709016580914215,4.171329948121638e-12,9.721715e-05,7.771561172376096e-16,0.009900990099009901,6.99372271351298e-05,2.0616128244423253e-11,3.625922786489625e-15,0.022282798422377872
CCND1,0.06708051711143526,4.199973702156967e-12,9.721715e-05,1.9984014443252818e-15,0.009900990099009901,7.031412325615014e-05,2.0723554451432404e-11,9.195098670208352e-15,0.022282798422377872
NELL1,0.06703153745820715,4.347855409037038e-12,9.721715e-05,1.9206858326015208e-14,0.009900990099009901,7.777115060498376e-05,2.141800694106915e-11,8.638766863275206e-14,0.022282798422377872
MAN2A1,0.06689987157351932,4.771405492931535e-12,9.721715e-05,0.0,0.009900990099009901,5.8668227540049934e-05,2.3465928653761647e-11,0.0,0.022282798422377872
PWAR6,0.0668780855972866,4.845235324069108e-12,9.721715e-05,0.0,0.009900990099009901,6.142721024436483e-05,2.3790026141092186e-11,0.0,0.022282798422377872
VPS35,0.06666686977589682,5.62205837439933e-12,9.721715e-05,5.551115123125783e-16,0.009900990099009901,7.045897259554597e-05,2.7559109678428092e-11,2.626710626084755e-15,0.022282798422377872
PSEN1,0.06592904208845783,9.418021917895203e-12,9.721715e-05,1.1102230246251565e-15,0.009900990099009901,6.923961075105091e-05,4.609146126212987e-11,5.163828021512356e-15,0.022282798422377872
PIK3R1,0.06590143195495238,9.600542583143579e-12,9.721715e-05,4.440892098500626e-16,0.009900990099009901,6.502571909695148e-05,4.690818851698817e-11,2.1147105230955362e-15,0.022282798422377872
EFHD2,0.06576590560703355,1.0548228956963612e-11,9.721715e-05,0.0,0.009900990099009901,5.717466905148342e-05,5.14547753998225e-11,0.0,0.022282798422377872
TAGLN,0.06562272047417211,1.164879304127453e-11,9.721715e-05,6.5503158452884236e-15,0.009900990099009901,7.18319986743466e-05,5.673113494127206e-11,2.968421077925267e-14,0.022282798422377872
TNC,0.06552590827277657,1.2455814157874556e-11,9.721715e-05,3.3306690738754696e-16,0.009900990099009901,6.550153656142692e-05,6.0563115840557e-11,1.5936215664475933e-15,0.022282798422377872
LAMP5,0.06509657279502276,1.6745493880421236e-11,9.721715e-05,3.4416913763379853e-15,0.009900990099009901,7.181287684523055e-05,8.128880524476329e-11,1.566779078757808e-14,0.022282798422377872
NRXN3,0.065071740209444,1.7033596755311464e-11,9.721715e-05,2.220446049250313e-16,0.009900990099009901,6.551654593679805e-05,8.255378072041097e-11,1.072679250845562e-15,0.022282798422377872
NEUROD6,0.06504091405977741,1.7398082974295903e-11,9.721715e-05,0.0,0.009900990099009901,5.627296179726197e-05,8.41842724562705e-11,0.0,0.022282798422377872
ACTN1,0.06453222850828502,2.4638180384783936e-11,9.721715e-05,5.551115123125783e-16,0.009900990099009901,6.34716166013261e-05,1.1902502601344899e-10,2.626710626084755e-15,0.022282798422377872
ADCYAP1,0.0641872891183575,3.1148084111976004e-11,9.721715e-05,3.7903014060702844e-13,0.009900990099009901,7.718931811539799e-05,1.50231916938791e-10,1.6337506060647777e-12,0.022282798422377872
FREM3,0.06393237371300851,3.701228212804608e-11,9.721715e-05,5.551115123125783e-16,0.009900990099009901,6.542462958351759e-05,1.7822928793601643e-10,2.626710626084755e-15,0.022282798422377872
FXYD4,0.06389783268682597,3.788569458151869e-11,9.721715e-05,3.3306690738754696e-16,0.009900990099009901,6.314575396745068e-05,1.8214276241114757e-10,1.5936215664475933e-15,0.022282798422377872
PDE2A,0.06385529480536851,3.898903422339117e-11,9.721715e-05,7.771561172376096e-16,0.009900990099009901,6.341016956375692e-05,1.871473642722776e-10,3.625922786489625e-15,0.022282798422377872
GNAI1,0.06384876692601163,3.916100776990561e-11,9.721715e-05,0.0,0.009900990099009901,5.0191076067678247e-05,1.8767256119763072e-10,0.0,0.022282798422377872
GPR6,0.06375079051383863,4.183464685780791e-11,9.721715e-05,0.0,0.009900990099009901,5.728797811344768e-05,2.0016577443927232e-10,0.0,0.022282798422377872
UNC13A,0.06371370730552267,4.289246735567076e-11,9.721715e-05,2.1094237467877974e-15,0.009900990099009901,6.622535644336018e-05,2.049003217627584e-10,9.67625571921008e-15,0.022282798422377872
ICOSLG,0.06370077753529882,4.3267389671086676e-11,9.721715e-05,1.887379141862766e-15,0.009900990099009901,6.423734178239213e-05,2.0636274882871227e-10,8.69759973208648e-15,0.022282798422377872
ADARB2-AS1,0.06367616836359194,4.398992281551273e-11,9.721715e-05,0.0,0.009900990099009901,4.754078631259211e-05,2.09475822931013e-10,0.0,0.022282798422377872
ISLR,0.06351147235013777,4.913802698069958e-11,9.721715e-05,0.0,0.009900990099009901,5.262509116886384e-05,2.336197796229774e-10,0.0,0.022282798422377872
CREB5,0.0634076516111686,5.26811927414883e-11,9.721715e-05,0.0,0.009900990099009901,5.743646622044849e-05,2.5006895288681156e-10,0.0,0.022282798422377872
PPP4R4,0.06314564456709137,6.277056652237434e-11,9.721715e-05,1.552757922240744e-12,0.009900990099009901,7.898540201758512e-05,2.9749083659893053e-10,6.5241929505913614e-12,0.022282798422377872
HS6ST1,0.06308284103107856,6.545652908584998e-11,9.721715e-05,2.5757174171303632e-14,0.009900990099009901,6.998636895547746e-05,3.0973121018541e-10,1.1533063061777745e-13,0.022282798422377872
KCNIP2,0.06296493868914846,7.080558361849398e-11,9.721715e-05,1.4432899320127035e-15,0.009900990099009901,6.483357103262052e-05,3.3451456827634953e-10,6.681897833392146e-15,0.022282798422377872
SLITRK4,0.06270376255063956,8.422129660345945e-11,9.721715e-05,0.0,0.009900990099009901,5.5758909881251686e-05,3.9727026699745026e-10,0.0,0.022282798422377872
CACNA1A,0.0626837525057014,8.534595252740473e-11,9.721715e-05,1.1102230246251565e-16,0.009900990099009901,5.7562178105437823e-05,4.019432615105403e-10,5.398167056524262e-16,0.022282798422377872
ADIPOQ,0.0626177489231214,8.916067884001677e-11,9.721715e-05,2.55351295663786e-14,0.009900990099009901,6.860962732544544e-05,4.1925084094051774e-10,1.1450730747254977e-13,0.022282798422377872
PSRC1,0.06232848822970382,1.0793788085550204e-10,9.721715e-05,2.6700863742235015e-13,0.009900990099009901,7.477921075689525e-05,5.0675061434508e-10,1.1592270799812597e-12,0.022282798422377872
ADGRB2,0.06227624792164851,1.1171841229895563e-10,9.721715e-05,7.09432512735475e-14,0.009900990099009901,7.049129736810068e-05,5.236800576513545e-10,3.125253360068172e-13,0.022282798422377872
EPDR1,0.06221729352013171,1.161402085614327e-10,9.721715e-05,0.0,0.009900990099009901,5.1354548777590566e-05,5.435579183842404e-10,0.0,0.022282798422377872
PDE1C,0.062183066984230574,1.1878531491760214e-10,9.721715e-05,6.661338147750939e-16,0.009900990099009901,6.119185052101549e-05,5.55071565035524e-10,3.1273888017610045e-15,0.022282798422377872
THBS2,0.06213163302298571,1.228712687151301e-10,9.721715e-05,1.3655743202889425e-13,0.009900990099009901,7.522468659464392e-05,5.732718602572167e-10,5.989361053898871e-13,0.022282798422377872
KCNIP4,0.062014111825758673,1.3272904997307933e-10,9.721715e-05,6.576617028741794e-11,0.009900990099009901,9.082955211401823e-05,6.183030278249036e-10,2.6097686621991243e-10,0.022282798422377872
CFD,0.06198630995317244,1.3517187369416206e-10,9.721715e-05,1.8207657603852567e-14,0.009900990099009901,6.789183981948693e-05,6.287063892751724e-10,8.201647569302958e-14,0.022282798422377872
CTSH,0.061899884384773354,1.4304901707618e-10,9.721715e-05,0.0,0.009900990099009901,5.338465591959283e-05,6.643143207872137e-10,0.0,0.022282798422377872
CCNE2,0.061772794083925435,1.5545276177419964e-10,9.721715e-05,2.9976021664879227e-15,0.009900990099009901,6.246183495919283e-05,7.208010592312194e-10,1.3708546493085011e-14,0.022282798422377872
KCNB1,0.0616928258330714,1.6378942646610994e-10,9.721715e-05,3.597122599785507e-13,0.009900990099009901,7.304106559927965e-05,7.582843817875461e-10,1.5549521324721212e-12,0.022282798422377872
PAQR4,0.061549355956830615,1.7985357647631872e-10,9.721715e-05,0.0,0.009900990099009901,5.247145453933517e-05,8.313724644513963e-10,0.0,0.022282798422377872
PFKM,0.061520736049455176,1.8323731421077127e-10,9.721715e-05,2.1094237467877974e-15,0.009900990099009901,6.19645185061855e-05,8.457106809727905e-10,9.67625571921008e-15,0.022282798422377872
CD44,0.060972608311141,2.6143065490202844e-10,9.721715e-05,3.833933170938053e-12,0.009900990099009901,8.014040186010231e-05,1.2047495617604998e-09,1.586455105215746e-11,0.022282798422377872
SEMA3E,0.060821610439511384,2.8816704578105146e-10,9.721715e-05,1.3211653993039363e-14,0.009900990099009901,6.565304637249576e-05,1.3259219897901142e-09,5.960144658513999e-14,0.022282798422377872
HMGCS1,0.060680322044191486,3.155895544892928e-10,9.721715e-05,1.5543122344752192e-15,0.009900990099009901,5.912645048976349e-05,1.4498754417578536e-09,7.184802316526438e-15,0.022282798422377872
ADARB2,0.060606591032504445,3.308946450175654e-10,9.721715e-05,0.0,0.009900990099009901,5.071194135498674e-05,1.5178653441172724e-09,0.0,0.022282798422377872
SSTR2,0.06049924990311716,3.5447855761816527e-10,9.721715e-05,4.3520742565306136e-14,0.009900990099009901,6.378541078546382e-05,1.6235659127549554e-09,1.934255225124717e-13,0.022282798422377872
RXFP1,0.06009548457498485,4.587852320270258e-10,9.721715e-05,1.0759171331642392e-12,0.009900990099009901,7.501708907927957e-05,2.0981031952455447e-09,4.552540760920617e-12,0.022282798422377872
NPTX1,0.060074239348830355,4.6503312312040634e-10,9.721715e-05,0.0,0.009900990099009901,4.8674091786644754e-05,2.12343891835802e-09,0.0,0.022282798422377872
SYT13,0.060058551881632775,4.696998345821157e-10,9.721715e-05,1.1441958491786863e-12,0.009900990099009901,7.328547134511664e-05,2.141488607517245e-09,4.821049926314689e-12,0.022282798422377872
SVOP,0.0596574567416415,6.058010759701915e-10,9.721715e-05,7.771561172376096e-16,0.009900990099009901,5.73490000838906e-05,2.7578197692117973e-09,3.625922786489625e-15,0.022282798422377872
ASS1,0.05934823239062205,7.362890297457625e-10,9.721715e-05,6.661338147750939e-16,0.009900990099009901,5.448282404843349e-05,3.346768317026193e-09,3.1273888017610045e-15,0.022282798422377872
SUCLA2,0.05926684745376718,7.749542119128705e-10,9.721715e-05,5.007105841059456e-13,0.009900990099009901,6.953791612206397e-05,3.5171900691960843e-09,2.1520512210857262e-12,0.022282798422377872
RASGRF1,0.05924676790305277,7.847941185801233e-10,9.721715e-05,1.1102230246251565e-16,0.009900990099009901,5.179794467176582e-05,3.556468815317779e-09,5.398167056524262e-16,0.022282798422377872
HPRT1,0.059189267713410945,8.136500362354582e-10,9.721715e-05,2.6645352591003757e-14,0.009900990099009901,6.199113676742049e-05,3.6816743721061453e-09,1.1912974332788565e-13,0.022282798422377872
HTRA3,0.058946949634687475,9.47035228016091e-10,9.721715e-05,2.916555885690286e-13,0.009900990099009901,6.452718114466009e-05,4.278773620554628e-09,1.2644028406171762e-12,0.022282798422377872
MORF4L2,0.05889970325143054,9.754181906629356e-10,9.721715e-05,4.440892098500626e-16,0.009900990099009901,5.566449006004825e-05,4.400382815020761e-09,2.1147105230955362e-15,0.022282798422377872
SLCO3A1,0.058806756026730404,1.0336947964262322e-09,9.721715e-05,1.2212453270876722e-14,0.009900990099009901,6.196396887743038e-05,4.656282866784829e-09,5.517674670576832e-14,0.022282798422377872
AP1S1,0.05868184859568989,1.1173778569073534e-09,9.721715e-05,4.629630012686903e-14,0.009900990099009901,6.265864299393809e-05,5.025687512326927e-09,2.0545695322575013e-13,0.022282798422377872
KCNC1,0.05845374219930933,1.287550843720453e-09,9.721715e-05,0.0,0.009900990099009901,4.0706282554304084e-05,5.78241396880443e-09,0.0,0.022282798422377872
B4GALNT1,0.0583847913400164,1.3437828627616e-09,9.721715e-05,3.11972669919669e-14,0.009900990099009901,5.789585146648294e-05,6.025932120007175e-09,1.3906656905780193e-13,0.022282798422377872
KIAA1755,0.05833745409838453,1.3837653245474257e-09,9.721715e-05,2.2437607327674414e-13,0.009900990099009901,6.364289922310904e-05,6.195964139764593e-09,9.769640345866943e-13,0.022282798422377872
TRHDE,0.058317869954248376,1.4006433790569872e-09,9.721715e-05,2.220446049250313e-16,0.009900990099009901,5.2134846336043564e-05,6.262190964487275e-09,1.072679250845562e-15,0.022282798422377872
FOXN2,0.0582407902576006,1.4690409999573717e-09,9.721715e-05,1.887379141862766e-15,0.009900990099009901,5.5982170118714777e-05,6.558218749809695e-09,8.69759973208648e-15,0.022282798422377872
